MRP - PO Suggestion
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Purch.doc.|Item|Vendor|Vendor Name                        |Material         |      Quantity|Deliv.date|Material description                    |Plnt|Exception message        |Excep.msg.             |Curr.|      Net price|OPUn|   GR Qty.|ABC|PDT|SafetyTime|GRT|IPT|Ship Date |PGr|Purch. gp.       |Item text                               |Del. text|PO creatio|ETD.Seq.nu|ETD       |Confirmed.|Invoice|Last chang|User name|ETD Status|ETD Status Text       |
|4800019312|  10|MAC171|ASUSTEK COMPUTER INC               |90NB11S0-K00010  |      150.000 |09/11/2023|K3504ZA MB._8G/I7-1255U//R2.0(FTPM)     |271A|Reschedule out (10/04/23)|                       |USD  |    241.963780 |PC  |    0.000 |   | 0 |          | 0 | 0 |09/11/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019312|  20|MAC171|ASUSTEK COMPUTER INC               |90NB11S0-K00020  |      150.000 |09/11/2023|K3504ZA IO_BD//R2.0                     |271A|Reschedule out (10/04/23)|                       |USD  |      0.396220 |PC  |    0.000 |   | 0 |          | 0 | 0 |09/11/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313|  10|MAC171|ASUSTEK COMPUTER INC               |5ZZJ2AAJN00      |    1,000.000 |09/11/2023|ZJ2 ABSORBER W/MYLAR MB SODIMM ASSY     |271B|Cancel process           |                       |USD  |      0.125000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313|  20|MAC171|ASUSTEK COMPUTER INC               |5ZZJ2AAJN30      |    1,000.000 |09/11/2023|ZJ2 ABSORBER W/MYLAR GPU R ASSY         |271B|Reschedule out (11/01/23)|                       |USD  |      0.158000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313|  30|MAC171|ASUSTEK COMPUTER INC               |5ZZJ2FAJND0      |    1,000.000 |09/11/2023|ZJ2 AL FOIL W/ABSORBER/MYLAR ASSY MBDIMM|271B|Cancel process           |                       |USD  |      0.182000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313|  40|MAC171|ASUSTEK COMPUTER INC               |AL000682000      |    3,000.000 |09/11/2023|IC OTHER(5P)G682H09TT12U(SOT235)        |271B|Cancel process           |                       |USD  |      0.096000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313|  50|MAC171|ASUSTEK COMPUTER INC               |AL001G08050      |    3,000.000 |09/11/2023|IC OTHER(5P) MC74VHC1G08DFT2G(SC-70)    |271B|Cancel process           |                       |USD  |      0.030000 |EA  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313|  60|MAC171|ASUSTEK COMPUTER INC               |AL001G32009      |    6,000.000 |09/11/2023|IC OTHER(5P) 74AUP1G32SE-7(SOT353)      |271B|Cancel process           |                       |USD  |      0.055000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313|  70|MAC171|ASUSTEK COMPUTER INC               |AL003533004      |    3,000.000 |09/11/2023|IC (14P) APL3533AQBI-TRG(TDFN)          |271B|Reschedule out (10/01/23)|                       |USD  |      0.073100 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313|  80|MAC171|ASUSTEK COMPUTER INC               |AL003550002      |    6,000.000 |09/11/2023|IC OTHER(5P)EUP3550A1-20VIR1(SOT23-5)   |271B|Cancel process           |                       |USD  |      0.056000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313|  90|MAC171|ASUSTEK COMPUTER INC               |AL005930002      |    3,000.000 |09/11/2023|IC OTHER(11P)APL5930CQBI-TRG(TDFN3X3-10)|271B|Cancel process           |                       |USD  |      0.078000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 100|MAC171|ASUSTEK COMPUTER INC               |AL07SZ08047      |    3,000.000 |09/11/2023|IC OTHER (5P)TC7SZ08FU (SC70-5)         |271B|Reschedule out (10/01/23)|                       |USD  |      0.022300 |EA  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 110|MAC171|ASUSTEK COMPUTER INC               |BA039040060      |    3,000.000 |09/11/2023|TRANS LMBT3904LT1G (40V,200MA,0.225W)   |271B|Cancel process           |                       |USD  |      0.005100 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 120|MAC171|ASUSTEK COMPUTER INC               |BAM138K0001      |    6,000.000 |09/11/2023|TRANS MOSFET PJA138K(50V,0.5A,0.5W)     |271B|Cancel process           |                       |USD  |      0.012500 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 130|MAC171|ASUSTEK COMPUTER INC               |BAM138K0005      |    3,000.000 |09/11/2023|TRANS MOS PJT138KA(50V,0.36A,0.236W)    |271B|Reschedule out (10/01/23)|                       |USD  |      0.016800 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 140|MAC171|ASUSTEK COMPUTER INC               |BAM139D0000      |    6,000.000 |09/11/2023|TRANS MOS LBSS139DW1T1G(50V,0.2A,380MW) |271B|Cancel process           |                       |USD  |      0.040000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 150|MAC171|ASUSTEK COMPUTER INC               |BAM34130001      |    3,000.000 |09/11/2023|TRANS MOSFET AO3413(-20V,-3A,1.4W)SOT23 |271B|Cancel process           |                       |USD  |      0.034200 |EA  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 160|MAC171|ASUSTEK COMPUTER INC               |BAM60010001      |    9,000.000 |09/11/2023|TRANS MOS WNM6001-3/TR(60V,0.5A,0.69W)  |271B|Cancel process           |                       |USD  |      0.008630 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 170|MAC171|ASUSTEK COMPUTER INC               |BAM6K1N0003      |    3,000.000 |09/11/2023|TRANS MOSFET UM6K1NTN UMT6              |271B|Cancel process           |                       |USD  |      0.014400 |EA  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 180|MAC171|ASUSTEK COMPUTER INC               |BAM70020041      |    6,000.000 |09/11/2023|TRANMOS 2N7002KW SOT323(60V, 115MA,0.2W)|271B|Reschedule out (10/01/23)|                       |USD  |      0.008000 |EA  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 190|MAC171|ASUSTEK COMPUTER INC               |BAM70020047      |   12,000.000 |09/11/2023|TRANS MOS 2N7002KDW(60V115MA,0.2W)SOT363|271B|Reschedule out (10/01/23)|                       |USD  |      0.016500 |EA  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 200|MAC171|ASUSTEK COMPUTER INC               |BC004520001      |    3,000.000 |09/11/2023|DIODE TVS AZ4520-01F.R7G(20V,1UA,DFN)   |271B|Cancel process           |                       |USD  |      0.038000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 210|MAC171|ASUSTEK COMPUTER INC               |BC010K45004      |    9,000.000 |09/11/2023|DIODE SMD SDM10K45-7-F(40V,0.1A)        |271B|Cancel process           |                       |USD  |      0.007500 |EA  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 220|MAC171|ASUSTEK COMPUTER INC               |BC0521NEZ00      |   10,000.000 |09/11/2023|DIODE ESD PTUC0521NE(5V,30KV,DFN1006)   |271B|Cancel process           |                       |USD  |      0.035000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 230|MAC171|ASUSTEK COMPUTER INC               |BC0521PSZ01      |   36,000.000 |09/11/2023|DIODE SMD MESD0521PSCR1 (5V)            |271B|Cancel process           |                       |USD  |      0.024150 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 240|MAC171|ASUSTEK COMPUTER INC               |BC0H1BSFZ00      |    9,000.000 |09/11/2023|DIODE SMD PESD5V0H1BSF(5V)              |271B|Reschedule out (11/01/23)|                       |USD  |      0.011650 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 250|MAC171|ASUSTEK COMPUTER INC               |BC54AWT1Z00      |    3,000.000 |09/11/2023|DIODE LBAT54AWT1G (30V,200MA,0.2W)SOT323|271B|Cancel process           |                       |USD  |      0.006300 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 260|MAC171|ASUSTEK COMPUTER INC               |BC552501Z00      |   12,000.000 |09/11/2023|DIODE TVS AZ5525-01F.R7G(5V,8.5A,DFN)   |271B|Cancel process           |                       |USD  |      0.018050 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 270|MAC171|ASUSTEK COMPUTER INC               |BC5V0F1BZ00      |   10,000.000 |09/11/2023|DIODE SMD PESD5V0F1BL(5.5V,2.5A)        |271B|Reschedule out (09/30/23)|                       |USD  |      0.011000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 280|MAC171|ASUSTEK COMPUTER INC               |BCMAJ22AZ00      |    1,800.000 |09/11/2023|DIODE SMD P4SMAJ22A(400W,22V)           |271B|Reschedule out (10/01/23)|                       |USD  |      0.040000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 290|MAC171|ASUSTEK COMPUTER INC               |BCSD5V02Z00      |   10,000.000 |09/11/2023|DIODE TVS MESD5V02-D(5V,40A,20KV)       |271B|Cancel process           |                       |USD  |      0.011500 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019313| 300|MAC171|ASUSTEK COMPUTER INC               |CC62204MZ06      |    9,000.000 |09/11/2023|CAP ELEC SMD 22U 25V(+-20%6.3*4.4)APQ   |271B|Reschedule out (10/01/23)|                       |USD  |      0.091000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
